id_funcionario,idade,genero,estado_civil,departamento,cargo,nivel_cargo,nivel_cargo_cod,area_formacao,nivel_educacao,renda_mensal,taxa_diaria,taxa_horaria,perc_aumento_salarial,nivel_stock_option,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_mesmo_gestor,anos_experiencia_total,qtd_empresas_anteriores,horas_extras,frequencia_viagem,distancia_casa_km,treinamentos_ultimo_ano,perc_carreira_empresa,media_anos_por_empresa_anterior,indice_estagnacao_cargo,custo_reposicao_est,score_risco,flag_horas_extras,flag_sem_promocao_3a,flag_distancia_alta,flag_satisfacao_baixa,flag_renda_abaixo_mediana,attrition,taxa_diaria_brl,renda_mensal_brl,score_bemestar,prob_attrition,nivel_risco_ml,shap_top1_feat,shap_top2_feat,shap_top3_feat,shap_top1_val,shap_top2_val,shap_top3_val,acao_recomendada
84,55,Feminino,Divorciado(a),Research & Development,Manager,Especialista,4,Medical,Graduação,14756,836,33,14,3,5,0,0,2,21,2,1,Viaja Raramente,8,2,0.2381,8.0,0.0,265608,1,1,0,0,0,0,0,4807.0,84847.0,3.2,0.0736,Baixo,indice_estagnacao_cargo,flag_horas_extras,horas_extras,0.0119,0.0076,0.0075,Conversa de retenção personalizada
85,36,Masculino,Solteiro(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Graduação,6499,1195,95,13,0,6,5,0,3,6,1,0,Viaja Frequentemente,11,3,1.0,0.0,0.8333,58491,1,0,0,0,1,0,0,6871.25,37369.25,2.4,0.3462,Crítico,nivel_stock_option,envolvimento_trabalho_cod,frequencia_viagem,0.0621,0.041,0.0361,Revisar benefícios e stock options
86,45,Masculino,Divorciado(a),Research & Development,Research Scientist,Sênior,3,Life Sciences,Graduação,9724,1339,59,17,1,1,0,0,0,25,2,0,Viaja Raramente,7,2,0.04,12.0,0.0,116688,1,0,0,0,1,0,0,7699.25,55913.0,2.4,0.1254,Médio,score_bemestar,satisfacao_trabalho_cod,anos_mesmo_gestor,0.0299,0.0257,0.0182,Programa de bem-estar e saúde mental
88,35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2194,664,79,13,1,3,2,1,2,5,4,0,Viaja Frequentemente,1,2,0.6,0.5,0.6667,13164,2,0,0,0,1,1,0,3818.0,12615.5,2.4,0.3707,Crítico,faixa_etaria,score_bemestar,frequencia_viagem,0.0392,0.0371,0.0344,Conversa de retenção personalizada
90,36,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,3388,318,79,17,1,1,0,0,0,2,0,1,Viaja Raramente,9,0,0.5,,0.0,20328,2,1,0,0,0,1,1,1828.5,19481.0,2.4,0.4403,Crítico,anos_mesmo_gestor,score_bemestar,equilibrio_vida_trabalho_cod,0.0393,0.0324,0.032,Conversa de retenção personalizada
91,59,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Ensino Médio,5473,1225,57,11,0,4,3,1,3,20,7,0,Viaja Frequentemente,1,2,0.2,2.29,0.75,49257,0,0,0,0,0,0,0,7043.75,31469.75,2.4,0.3691,Crítico,nivel_stock_option,envolvimento_trabalho_cod,satisfacao_ambiente_cod,0.0542,0.0448,0.0312,Revisar benefícios e stock options
94,29,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2703,1328,76,23,1,5,4,0,4,6,0,0,Viaja Raramente,2,3,0.8333,,0.8,16218,2,0,0,0,1,1,0,7636.0,15542.25,3.0,0.0556,Baixo,satisfacao_trabalho_cod,faixa_etaria,nivel_cargo_cod,0.0188,0.0132,0.0124,Conversa 1:1 sobre satisfação no trabalho
95,31,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Medical,Mestrado,2501,1082,87,17,0,1,1,1,0,1,1,0,Viaja Raramente,1,4,1.0,0.0,1.0,15006,2,0,0,0,1,1,0,6221.5,14380.75,2.6,0.3983,Crítico,nivel_stock_option,anos_mesmo_gestor,anos_experiencia_total,0.0581,0.0455,0.039,Revisar benefícios e stock options
96,32,Masculino,Casado(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Graduação,6220,548,66,17,2,10,4,0,9,10,1,0,Viaja Raramente,1,3,1.0,0.0,0.4,55980,1,0,0,0,1,0,0,3151.0,35765.0,2.4,0.0575,Baixo,score_bemestar,faixa_etaria,satisfacao_trabalho_cod,0.024,0.0205,0.0167,Programa de bem-estar e saúde mental
97,36,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,3038,132,55,12,0,1,0,0,0,5,3,0,Viaja Raramente,6,3,0.2,1.33,0.0,18228,1,0,0,0,0,1,0,759.0,17468.5,3.0,0.1582,Médio,nivel_stock_option,anos_mesmo_gestor,anos_empresa,0.0464,0.0202,0.0148,Revisar benefícios e stock options
98,31,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Mestrado,4424,746,61,23,0,11,7,1,8,11,1,0,Viaja Raramente,8,2,1.0,0.0,0.6364,39816,1,0,0,0,0,1,0,4289.5,25438.0,3.4,0.0523,Baixo,nivel_stock_option,faixa_etaria,genero,0.0413,0.0128,0.0053,Revisar benefícios e stock options
100,35,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,4312,776,32,14,0,15,13,2,8,16,0,0,Viaja Raramente,1,2,0.9375,,0.8667,38808,2,0,0,0,1,1,0,4462.0,24794.0,2.2,0.1708,Médio,nivel_stock_option,score_bemestar,envolvimento_trabalho_cod,0.0687,0.0421,0.0294,Revisar benefícios e stock options
101,45,Masculino,Casado(a),Research & Development,Research Director,Sênior,3,Other,Mestrado,13245,193,52,14,0,0,0,0,0,17,4,1,Viaja Raramente,6,3,0.0,4.25,,158940,2,1,0,0,1,0,0,1109.75,76158.75,2.8,0.1573,Médio,nivel_stock_option,satisfacao_trabalho_cod,anos_mesmo_gestor,0.0532,0.0316,0.0157,Revisar benefícios e stock options
102,37,Masculino,Solteiro(a),Research & Development,Research Director,Sênior,3,Medical,Mestrado,13664,397,30,13,0,5,2,0,2,16,4,0,Viaja Raramente,7,3,0.3125,2.75,0.4,163968,0,0,0,0,0,0,0,2282.75,78568.0,2.4,0.3071,Alto,nivel_stock_option,score_bemestar,satisfacao_ambiente_cod,0.0479,0.0453,0.0355,Revisar benefícios e stock options
103,46,Masculino,Divorciado(a),Human Resources,Human Resources,Pleno,2,Medical,Técnico,5021,945,80,22,1,4,2,0,2,16,8,1,Viaja Raramente,5,2,0.25,1.5,0.5,45189,2,1,0,0,1,0,0,5433.75,28870.75,2.8,0.0768,Baixo,satisfacao_trabalho_cod,satisfacao_ambiente_cod,anos_empresa,0.0198,0.0167,0.0086,Conversa 1:1 sobre satisfação no trabalho
104,30,Masculino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Ensino Médio,5126,852,55,12,2,10,8,3,0,10,1,1,Viaja Raramente,1,1,1.0,0.0,0.8,46134,2,1,1,0,0,0,0,4899.0,29474.5,3.0,0.0993,Baixo,anos_mesmo_gestor,envolvimento_trabalho_cod,equilibrio_vida_trabalho_cod,0.0313,0.0253,0.0217,Conversa de retenção personalizada
105,35,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2859,1214,30,18,0,6,4,0,4,6,1,0,Viaja Raramente,1,3,1.0,0.0,0.6667,17154,1,0,0,0,0,1,0,6980.5,16439.25,2.2,0.2595,Alto,nivel_stock_option,envolvimento_trabalho_cod,score_bemestar,0.0614,0.0422,0.0412,Revisar benefícios e stock options
106,55,Masculino,Casado(a),Sales,Sales Executive,Sênior,3,Life Sciences,Técnico,10239,111,70,14,1,1,0,1,0,24,3,0,Viaja Raramente,1,4,0.0417,7.67,0.0,122868,0,0,0,0,0,0,0,638.25,58874.25,3.0,0.0931,Baixo,satisfacao_ambiente_cod,anos_mesmo_gestor,anos_empresa,0.0253,0.0177,0.0134,Avaliar condições e ambiente de trabalho
107,38,Feminino,Divorciado(a),Research & Development,Research Scientist,Pleno,2,Medical,Graduação,5329,573,79,12,3,13,11,1,9,17,7,1,Sem Viagem,6,3,0.7647,0.57,0.8462,47961,1,1,0,0,0,0,0,3294.75,30641.75,2.8,0.1196,Médio,envolvimento_trabalho_cod,satisfacao_ambiente_cod,media_anos_por_empresa_anterior,0.0488,0.0196,0.0176,Aumentar desafios / responsabilidades
110,34,Masculino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Técnico,4325,1153,94,15,0,5,2,1,3,5,1,0,Viaja Raramente,1,2,1.0,0.0,0.4,38925,2,0,0,0,1,1,0,6629.75,24868.75,2.4,0.1618,Médio,nivel_stock_option,score_bemestar,faixa_etaria,0.0677,0.0287,0.0248,Revisar benefícios e stock options
112,56,Masculino,Solteiro(a),Research & Development,Manufacturing Director,Sênior,3,Life Sciences,Graduação,7260,1400,49,11,0,6,4,0,2,37,4,0,Viaja Raramente,7,3,0.1622,7.75,0.6667,87120,0,0,0,0,0,0,0,8050.0,41745.0,2.4,0.2051,Alto,nivel_stock_option,envolvimento_trabalho_cod,equilibrio_vida_trabalho_cod,0.0505,0.0469,0.0312,Revisar benefícios e stock options
113,23,Masculino,Divorciado(a),Sales,Sales Representative,Júnior,1,Technical Degree,Ensino Médio,2322,541,62,13,1,0,0,0,0,3,3,0,Viaja Raramente,2,3,0.0,1.0,,13932,2,0,0,0,1,1,0,3110.75,13351.5,2.6,0.4692,Crítico,faixa_etaria,anos_mesmo_gestor,renda_mensal_brl,0.0612,0.0409,0.0361,Conversa de retenção personalizada
116,51,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,2075,432,96,23,2,4,2,0,3,10,3,0,Viaja Raramente,9,4,0.4,2.0,0.5,12450,1,0,0,0,0,1,0,2484.0,11931.25,3.2,0.0836,Baixo,renda_mensal_brl,nivel_cargo_cod,faixa_renda,0.0303,0.0134,0.0087,Revisar posicionamento salarial
117,30,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Graduação,4152,288,99,19,3,11,10,10,8,11,1,0,Viaja Raramente,2,3,1.0,0.0,0.9091,37368,2,0,1,0,0,1,0,1656.0,23874.0,2.6,0.0647,Baixo,envolvimento_trabalho_cod,faixa_etaria,satisfacao_relacionamento_cod,0.0184,0.0135,0.0109,Aumentar desafios / responsabilidades
118,46,Masculino,Solteiro(a),Sales,Sales Executive,Sênior,3,Medical,Técnico,9619,669,64,16,0,9,8,4,7,9,1,0,Viaja Raramente,9,3,1.0,0.0,0.8889,115428,1,0,1,0,0,0,1,3846.75,55309.25,3.2,0.3838,Crítico,nivel_stock_option,envolvimento_trabalho_cod,anos_desde_ultima_promocao,0.0472,0.0411,0.0199,Revisar benefícios e stock options
119,40,Masculino,Casado(a),Research & Development,Healthcare Representative,Especialista,4,Life Sciences,Mestrado,13503,530,78,22,1,22,3,11,11,22,1,0,Viaja Frequentemente,1,3,1.0,0.0,0.1364,243054,2,0,1,0,1,0,0,3047.5,77642.25,2.6,0.1065,Baixo,equilibrio_vida_trabalho_cod,envolvimento_trabalho_cod,frequencia_viagem,0.0282,0.0206,0.0173,Revisar jornada e flexibilidade
120,51,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,5441,632,71,22,0,10,7,1,0,11,0,1,Viaja Raramente,21,2,0.9091,,0.7,48969,2,1,0,1,0,0,0,3634.0,31285.75,3.0,0.1537,Médio,nivel_stock_option,equilibrio_vida_trabalho_cod,anos_mesmo_gestor,0.0472,0.0385,0.0209,Revisar benefícios e stock options
121,30,Feminino,Divorciado(a),Sales,Sales Executive,Pleno,2,Medical,Técnico,5209,1334,63,12,3,11,8,2,7,11,1,1,Viaja Raramente,4,4,1.0,0.0,0.7273,46881,2,1,0,0,1,0,0,7670.5,29951.75,2.2,0.1072,Baixo,envolvimento_trabalho_cod,score_bemestar,equilibrio_vida_trabalho_cod,0.0317,0.0245,0.0234,Aumentar desafios / responsabilidades
124,46,Masculino,Casado(a),Research & Development,Healthcare Representative,Sênior,3,Medical,Graduação,10673,638,40,13,1,10,9,9,5,21,2,1,Viaja Frequentemente,1,5,0.4762,5.5,0.9,128076,3,1,1,0,1,0,0,3668.5,61369.75,2.2,0.1253,Médio,envolvimento_trabalho_cod,equilibrio_vida_trabalho_cod,score_bemestar,0.0267,0.0253,0.022,Aumentar desafios / responsabilidades
125,32,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Medical,Mestrado,5010,1093,87,16,0,11,8,5,7,12,1,0,Viaja Raramente,6,0,0.9167,1.0,0.7273,45090,1,0,1,0,0,0,0,6284.75,28807.5,2.4,0.2352,Alto,nivel_stock_option,score_bemestar,faixa_etaria,0.0693,0.0319,0.0285,Revisar benefícios e stock options
126,54,Feminino,Casado(a),Research & Development,Research Director,Sênior,3,Technical Degree,Mestrado,13549,1217,60,12,1,4,3,0,3,16,9,0,Viaja Raramente,2,5,0.25,1.33,0.75,162588,0,0,0,0,0,0,0,6997.75,77906.75,1.8,0.1405,Médio,satisfacao_ambiente_cod,score_bemestar,equilibrio_vida_trabalho_cod,0.0281,0.0243,0.0224,Avaliar condições e ambiente de trabalho
128,24,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Other,Técnico,4999,1353,33,21,1,3,2,0,2,4,0,0,Viaja Raramente,3,2,0.75,,0.6667,44991,0,0,0,0,0,0,0,7779.75,28744.25,2.0,0.2198,Alto,faixa_etaria,score_bemestar,satisfacao_ambiente_cod,0.0461,0.0229,0.0217,Conversa de retenção personalizada
129,28,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Medical,Graduação,4221,120,43,15,0,5,4,0,4,5,1,0,Sem Viagem,4,3,1.0,0.0,0.8,37989,1,0,0,0,0,1,0,690.0,24270.75,2.8,0.1952,Alto,nivel_stock_option,faixa_etaria,satisfacao_ambiente_cod,0.0575,0.023,0.0188,Revisar benefícios e stock options
131,58,Masculino,Solteiro(a),Sales,Sales Executive,Especialista,4,Medical,Mestrado,13872,682,37,13,0,37,10,1,8,38,0,0,Viaja Raramente,10,1,0.9737,,0.2703,249696,0,0,0,0,0,0,0,3921.5,79764.0,3.0,0.1909,Alto,nivel_stock_option,equilibrio_vida_trabalho_cod,treinamentos_ultimo_ano,0.0532,0.0427,0.0134,Revisar benefícios e stock options
132,44,Masculino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Medical,Graduação,2042,489,67,12,1,3,2,1,2,17,4,0,Sem Viagem,23,3,0.1765,3.5,0.6667,18378,3,0,0,1,1,1,0,2811.75,11741.5,2.8,0.2177,Alto,frequencia_viagem,satisfacao_trabalho_cod,satisfacao_ambiente_cod,0.0236,0.023,0.0214,Conversa de retenção personalizada
133,37,Masculino,Divorciado(a),Human Resources,Human Resources,Júnior,1,Human Resources,Mestrado,2073,807,63,22,0,3,2,0,2,7,4,1,Viaja Raramente,6,3,0.4286,1.0,0.6667,12438,3,1,0,0,1,1,1,4640.25,11919.75,2.8,0.5402,Crítico,nivel_stock_option,renda_mensal_brl,satisfacao_trabalho_cod,0.0692,0.0417,0.0394,Revisar benefícios e stock options
134,32,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Ensino Médio,2956,827,71,13,0,1,0,0,0,1,1,0,Viaja Raramente,1,2,1.0,0.0,0.0,17736,2,0,0,0,1,1,0,4755.25,16997.0,3.0,0.3236,Crítico,nivel_stock_option,anos_experiencia_total,anos_mesmo_gestor,0.0549,0.0424,0.0354,Revisar benefícios e stock options
137,20,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,2926,871,66,18,0,1,0,1,0,1,1,1,Viaja Frequentemente,6,5,1.0,0.0,0.0,17556,2,1,0,0,0,1,1,5008.25,16824.5,3.0,0.7859,Crítico,faixa_etaria,nivel_stock_option,anos_experiencia_total,0.0817,0.0631,0.0461,Conversa de retenção personalizada
138,34,Feminino,Solteiro(a),Research & Development,Research Scientist,Pleno,2,Other,Mestrado,4809,665,41,14,0,16,13,2,10,16,1,0,Viaja Raramente,6,3,1.0,0.0,0.8125,43281,1,0,0,0,0,1,0,3823.75,27651.75,2.6,0.0594,Baixo,nivel_stock_option,satisfacao_ambiente_cod,faixa_etaria,0.0492,0.0231,0.0218,Revisar benefícios e stock options
139,37,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Técnico,5163,1040,100,14,1,1,0,0,0,17,5,0,Sem Viagem,2,2,0.0588,3.2,0.0,46467,0,0,0,0,0,0,0,5980.0,29687.25,3.4,0.0984,Baixo,anos_mesmo_gestor,envolvimento_trabalho_cod,anos_empresa,0.0266,0.0253,0.0198,Conversa de retenção personalizada
140,59,Feminino,Casado(a),Human Resources,Manager,Diretor,5,Human Resources,Mestrado,18844,1420,32,21,1,3,2,2,2,30,9,0,Sem Viagem,2,3,0.1,3.0,0.6667,452256,0,0,0,0,0,0,0,8165.0,108353.0,3.2,0.096,Baixo,envolvimento_trabalho_cod,frequencia_viagem,qtd_empresas_anteriores,0.025,0.013,0.0062,Aumentar desafios / responsabilidades
141,50,Feminino,Casado(a),Research & Development,Research Director,Diretor,5,Life Sciences,Graduação,18172,1115,73,19,0,8,3,0,7,28,3,1,Viaja Frequentemente,1,1,0.2857,6.67,0.375,436128,2,1,0,0,1,0,0,6411.25,104489.0,1.8,0.3053,Alto,nivel_stock_option,satisfacao_trabalho_cod,score_bemestar,0.0756,0.0271,0.0254,Revisar benefícios e stock options
142,25,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,5744,240,46,11,0,6,4,0,3,6,1,1,Viaja Raramente,5,1,1.0,0.0,0.6667,51696,1,1,0,0,0,0,1,1380.0,33028.0,3.0,0.4639,Crítico,nivel_stock_option,faixa_etaria,envolvimento_trabalho_cod,0.066,0.0586,0.0492,Revisar benefícios e stock options
143,25,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Ensino Médio,2889,1280,64,11,2,2,2,2,1,2,1,0,Viaja Raramente,7,2,1.0,0.0,1.0,17334,1,0,0,0,0,1,0,7360.0,16611.75,3.2,0.1876,Alto,faixa_etaria,envolvimento_trabalho_cod,anos_mesmo_gestor,0.0513,0.0297,0.0286,Conversa de retenção personalizada
144,22,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,2871,534,59,15,0,0,0,0,0,1,1,0,Viaja Raramente,15,5,0.0,1.0,,17226,1,0,0,0,0,1,0,3070.5,16508.25,3.0,0.5903,Crítico,faixa_etaria,anos_experiencia_total,nivel_stock_option,0.0701,0.0537,0.0532,Conversa de retenção personalizada
145,51,Feminino,Solteiro(a),Research & Development,Healthcare Representative,Sênior,3,Medical,Mestrado,7484,1456,30,20,0,13,12,12,8,23,3,0,Viaja Frequentemente,1,1,0.5652,3.33,0.9231,89808,2,0,1,0,1,0,0,8372.0,43033.0,1.8,0.2968,Alto,nivel_stock_option,score_bemestar,envolvimento_trabalho_cod,0.0738,0.0388,0.0315,Revisar benefícios e stock options
147,34,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Graduação,6074,658,66,24,0,9,7,0,6,9,1,1,Viaja Frequentemente,7,3,1.0,0.0,0.7778,54666,1,1,0,0,0,0,1,3783.5,34925.5,2.4,0.64,Crítico,envolvimento_trabalho_cod,nivel_stock_option,score_bemestar,0.076,0.0672,0.0596,Aumentar desafios / responsabilidades
148,54,Feminino,Solteiro(a),Human Resources,Manager,Especialista,4,Human Resources,Graduação,17328,142,30,12,0,5,3,4,4,23,2,1,Sem Viagem,26,3,0.2174,9.0,0.6,311904,3,1,1,1,0,0,0,816.5,99636.0,3.6,0.1135,Médio,nivel_stock_option,distancia_casa_km,taxa_diaria_brl,0.0366,0.0147,0.0112,Revisar benefícios e stock options
150,24,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Ensino Médio,2774,1127,52,12,1,5,3,1,2,6,0,0,Viaja Raramente,18,2,0.8333,,0.6,16644,2,0,0,1,0,1,0,6480.25,15950.5,2.8,0.1885,Alto,faixa_etaria,nivel_cargo_cod,satisfacao_ambiente_cod,0.0516,0.02,0.0148,Conversa de retenção personalizada
151,34,Feminino,Divorciado(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Mestrado,4505,1031,45,15,1,1,0,0,0,12,6,0,Viaja Raramente,6,3,0.0833,1.83,0.0,40545,2,0,0,0,1,1,0,5928.25,25903.75,2.6,0.3704,Crítico,faixa_etaria,anos_mesmo_gestor,envolvimento_trabalho_cod,0.0484,0.04,0.0389,Conversa de retenção personalizada
152,37,Masculino,Solteiro(a),Sales,Sales Executive,Sênior,3,Life Sciences,Graduação,7428,1189,87,12,0,5,3,1,3,12,2,0,Viaja Raramente,3,3,0.4167,3.5,0.6,89136,0,0,0,0,0,0,0,6836.75,42711.0,2.8,0.0808,Baixo,nivel_stock_option,satisfacao_relacionamento_cod,perc_aumento_salarial,0.0393,0.0184,0.0041,Revisar benefícios e stock options
153,34,Feminino,Solteiro(a),Research & Development,Manager,Sênior,3,Medical,Graduação,11631,1354,45,12,0,11,10,5,8,14,2,0,Viaja Raramente,5,6,0.7857,1.5,0.9091,139572,2,0,1,0,1,0,0,7785.5,66878.25,2.6,0.1683,Médio,nivel_stock_option,envolvimento_trabalho_cod,satisfacao_trabalho_cod,0.0553,0.0295,0.0243,Revisar benefícios e stock options
154,36,Feminino,Casado(a),Sales,Sales Executive,Sênior,3,Technical Degree,Técnico,9738,1467,92,14,1,9,7,2,8,10,0,0,Viaja Frequentemente,11,6,0.9,,0.7778,116856,0,0,0,0,0,0,0,8435.25,55993.5,3.0,0.1296,Médio,frequencia_viagem,satisfacao_ambiente_cod,distancia_casa_km,0.02,0.016,0.0074,Conversa de retenção personalizada
155,36,Feminino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Técnico,2835,922,39,22,1,1,0,0,0,7,5,0,Viaja Raramente,3,2,0.1429,1.2,0.0,17010,1,0,0,0,0,1,0,5301.5,16301.25,2.4,0.1582,Médio,score_bemestar,anos_mesmo_gestor,satisfacao_ambiente_cod,0.0322,0.0267,0.021,Programa de bem-estar e saúde mental
158,43,Masculino,Casado(a),Sales,Manager,Especialista,4,Life Sciences,Técnico,16959,394,92,12,2,25,12,4,12,25,1,1,Viaja Frequentemente,26,3,1.0,0.0,0.48,305262,3,1,1,1,0,0,0,2265.5,97514.25,3.6,0.0788,Baixo,distancia_casa_km,frequencia_viagem,horas_extras,0.0142,0.0134,0.0093,Avaliar home office / subsídio transporte
159,30,Masculino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2613,1312,96,25,3,10,7,0,9,10,1,0,Viaja Frequentemente,23,2,1.0,0.0,0.7,15678,2,0,0,1,0,1,0,7544.0,15024.75,2.0,0.2411,Alto,envolvimento_trabalho_cod,faixa_etaria,score_bemestar,0.0432,0.0276,0.0273,Aumentar desafios / responsabilidades
160,33,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Técnico,6146,750,95,13,1,7,7,0,7,8,0,0,Sem Viagem,22,2,0.875,,1.0,55314,2,0,0,1,1,0,0,4312.5,35339.5,2.6,0.0968,Baixo,frequencia_viagem,faixa_etaria,satisfacao_trabalho_cod,0.0207,0.0202,0.019,Conversa de retenção personalizada
161,56,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Mestrado,4963,441,72,18,3,5,4,4,3,7,9,1,Viaja Raramente,14,2,0.7143,0.22,0.8,29778,3,1,1,0,1,0,1,2535.75,28537.25,2.2,0.2154,Alto,score_bemestar,satisfacao_ambiente_cod,satisfacao_trabalho_cod,0.0239,0.0195,0.0179,Programa de bem-estar e saúde mental
162,51,Masculino,Solteiro(a),Research & Development,Research Director,Diretor,5,Life Sciences,Graduação,19537,684,51,13,0,20,18,15,15,23,7,0,Viaja Raramente,6,5,0.8696,0.43,0.9,468888,1,0,1,0,0,0,0,3933.0,112337.75,2.6,0.2258,Alto,nivel_stock_option,satisfacao_ambiente_cod,media_anos_por_empresa_anterior,0.0505,0.0272,0.0217,Revisar benefícios e stock options
163,31,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,6172,249,76,18,0,7,7,7,7,12,4,1,Viaja Raramente,6,3,0.5833,1.25,1.0,55548,2,1,1,0,0,0,1,1431.75,35489.0,2.0,0.862,Crítico,nivel_stock_option,envolvimento_trabalho_cod,score_bemestar,0.1095,0.0742,0.0524,Revisar benefícios e stock options
164,26,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Other,Graduação,2368,841,46,19,0,5,4,4,3,5,1,0,Viaja Raramente,6,3,1.0,0.0,0.8,14208,3,0,1,0,1,1,0,4835.75,13616.0,2.4,0.3812,Crítico,nivel_stock_option,envolvimento_trabalho_cod,equilibrio_vida_trabalho_cod,0.0657,0.0388,0.0351,Revisar benefícios e stock options
165,58,Feminino,Casado(a),Research & Development,Healthcare Representative,Sênior,3,Medical,Mestrado,10312,147,94,12,1,40,10,15,6,40,1,0,Viaja Raramente,23,3,1.0,0.0,0.25,123744,2,0,1,1,0,0,1,845.25,59294.0,3.4,0.197,Alto,equilibrio_vida_trabalho_cod,taxa_diaria_brl,anos_desde_ultima_promocao,0.0257,0.0183,0.014,Revisar jornada e flexibilidade
167,19,Masculino,Solteiro(a),Sales,Sales Representative,Júnior,1,Marketing,Ensino Médio,1675,528,50,19,0,0,0,0,0,0,1,1,Viaja Raramente,22,2,,0.0,,10050,3,1,0,1,0,1,1,3036.0,9631.25,3.2,0.7914,Crítico,faixa_etaria,nivel_stock_option,anos_experiencia_total,0.0609,0.0571,0.0505,Conversa de retenção personalizada
169,22,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Technical Degree,Ensino Médio,2523,594,100,14,1,2,1,2,1,3,0,0,Viaja Raramente,2,2,0.6667,,0.5,15138,1,0,0,0,0,1,0,3415.5,14507.25,3.2,0.1767,Médio,faixa_etaria,anos_mesmo_gestor,idade,0.0497,0.0273,0.0218,Conversa de retenção personalizada
170,49,Feminino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Mestrado,6567,470,96,14,0,15,11,5,11,16,1,0,Viaja Raramente,20,2,0.9375,1.0,0.7333,59103,3,0,1,1,1,0,0,2702.5,37760.25,2.4,0.3095,Alto,nivel_stock_option,equilibrio_vida_trabalho_cod,score_bemestar,0.088,0.0489,0.0292,Revisar benefícios e stock options
171,43,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,4739,957,72,12,0,3,2,1,2,18,4,0,Viaja Frequentemente,28,2,0.1667,3.75,0.6667,28434,2,0,0,1,0,1,0,5502.75,27249.25,3.2,0.1741,Médio,nivel_stock_option,frequencia_viagem,satisfacao_ambiente_cod,0.0393,0.0267,0.023,Revisar benefícios e stock options
174,50,Feminino,Solteiro(a),Sales,Sales Executive,Sênior,3,Marketing,Graduação,9208,809,77,11,0,2,2,2,1,16,4,0,Viaja Frequentemente,12,3,0.125,3.5,1.0,110496,0,0,0,0,0,0,0,4651.75,52946.0,3.4,0.1032,Baixo,nivel_stock_option,frequencia_viagem,anos_mesmo_gestor,0.0276,0.0209,0.0146,Revisar benefícios e stock options
